1 , 0 , 0
2 , 0 , 0
3 , 0 , 0
4 , 0 , 0
5 , 0 , 0
6 , 0 , 0
7 , 0 , 0
8 , 0 , 0
9 , 0 , 0
10 , 0 , 0
11 , 0 , 0
12 , 0 , 0
13 , 0 , 0
14 , 0 , 0
15 , 0 , 0
16 , 0 , 0
17 , 0 , 0
18 , 0 , 0
19 , 0 , 0
20 , 0 , 0
21 , 0 , 0
22 , 0 , 0
23 , 0 , 0
24 , 0 , 0
25 , 0 , 0
26 , 0 , 0
27 , 0 , 0
28 , 0 , 0
29 , 0 , 0
30 , 0 , 0
31 , 0 , 0
32 , 0 , 0
33 , 0 , 0
34 , 0 , 0
35 , 0 , 0
36 , 0 , 0
37 , 0 , 0
38 , 0 , 0
39 , 0 , 0
40 , 0 , 0
41 , 0 , 0
42 , 0 , 0
43 , 0 , 0
44 , 0 , 0
45 , 0 , 0
46 , 0 , 0
47 , 0 , 0
48 , 0 , 0
49 , 0 , 0
50 , 0 , 0
51 , 0 , 0
52 , 0 , 0
53 , 0 , 0
54 , 0 , 0
55 , 0 , 0
56 , 0 , 0
57 , 0 , 0
58 , 1 , 1
59 , 1 , 2
60 , 0 , 2
61 , 0 , 2
62 , 0 , 2
63 , 0 , 2
64 , 0 , 2
65 , 0 , 2
66 , 0 , 2
67 , 0 , 2
68 , 1 , 3
69 , 0 , 3
70 , 0 , 3
71 , 0 , 3
72 , 0 , 3
73 , 0 , 3
74 , 0 , 3
75 , 0 , 3
76 , 0 , 3
77 , 0 , 3
78 , 0 , 3
79 , 0 , 3
80 , 0 , 3
81 , 1 , 4
82 , 0 , 4
83 , 1 , 5
84 , 0 , 5
85 , 0 , 5
86 , 0 , 5
87 , 1 , 6
88 , 1 , 7
89 , 0 , 7
90 , 0 , 7
91 , 1 , 8
92 , 1 , 9
93 , 0 , 9
94 , 0 , 9
95 , 0 , 9
96 , 1 , 10
97 , 1 , 11
98 , 1 , 12
99 , 0 , 12
100 , 0 , 12
101 , 0 , 12
102 , 0 , 12
103 , 1 , 13
104 , 1 , 14
105 , 1 , 15
106 , 0 , 15
107 , 1 , 16
108 , 0 , 16
109 , 0 , 16
110 , 0 , 16
111 , 1 , 17
112 , 0 , 17
113 , 1 , 18
114 , 1 , 19
115 , 1 , 20
116 , 1 , 21
117 , 1 , 22
118 , 1 , 23
119 , 0 , 23
120 , 1 , 24
121 , 1 , 25
122 , 1 , 26
123 , 1 , 27
124 , 0 , 27
125 , 0 , 27
126 , 1 , 28
127 , 0 , 28
128 , 1 , 29
129 , 0 , 29
130 , 1 , 30
131 , 1 , 31
132 , 1 , 32
133 , 1 , 33
134 , 1 , 34
135 , 0 , 34
136 , 1 , 35
137 , 1 , 36
138 , 1 , 37
139 , 1 , 38
140 , 1 , 39
141 , 1 , 40
142 , 1 , 41
143 , 1 , 42
144 , 1 , 43
145 , 1 , 44
146 , 1 , 45
147 , 0 , 45
148 , 0 , 45
149 , 1 , 46
150 , 0 , 46
151 , 0 , 46
152 , 1 , 47
153 , 0 , 47
154 , 1 , 48
155 , 0 , 48
156 , 1 , 49
157 , 1 , 50
158 , 0 , 50
159 , 1 , 51
160 , 1 , 52
161 , 1 , 53
162 , 0 , 53
163 , 1 , 54
164 , 1 , 55
165 , 1 , 56
166 , 1 , 57
167 , 1 , 58
168 , 1 , 59
169 , 0 , 59
170 , 1 , 60
171 , 1 , 61
172 , 1 , 62
173 , 1 , 63
174 , 1 , 64
175 , 1 , 65
176 , 1 , 66
177 , 1 , 67
178 , 1 , 68
179 , 1 , 69
180 , 1 , 70
181 , 1 , 71
182 , 1 , 72
183 , 0 , 72
184 , 1 , 73
185 , 1 , 74
186 , 1 , 75
187 , 1 , 76
188 , 1 , 77
189 , 1 , 78
190 , 1 , 79
191 , 1 , 80
192 , 1 , 81
193 , 1 , 82
194 , 1 , 83
195 , 1 , 84
196 , 1 , 85
197 , 1 , 86
198 , 1 , 87
199 , 1 , 88
200 , 1 , 89
