1 , -1.0 , 6490
2 , -2.0 , 9795
3 , -3.0 , 9100
4 , -4.0 , 6060
5 , -5.0 , 9580
6 , -6.0 , 9215
7 , -7.0 , 8315
8 , -8.0 , 5090
9 , -9.0 , 9900
10 , -10.0 , 8710
11 , -11.0 , 8745
12 , -12.0 , 9100
13 , -13.0 , 7065
14 , -14.0 , 9390
15 , -15.0 , 9600
16 , -16.0 , 8900
17 , -17.0 , 8220
18 , -18.0 , 9565
19 , -19.0 , 9390
20 , -20.0 , 8895
21 , -21.0 , 9850
22 , -22.0 , 9580
23 , -23.0 , 10210
24 , -24.0 , 7265
25 , -25.0 , 6405
26 , -26.0 , 7405
27 , -27.0 , 10345
28 , -28.0 , 9700
29 , -29.0 , 7645
30 , -30.0 , 9745
31 , -31.0 , 9320
32 , -32.0 , 8985
33 , -33.0 , 9135
34 , -34.0 , 9780
35 , -35.0 , 8790
36 , -36.0 , 9295
37 , -37.0 , 6650
38 , -38.0 , 8765
39 , -39.0 , 8560
40 , -40.0 , 6320
41 , -41.0 , 9240
42 , -42.0 , 9605
43 , -43.0 , 4915
44 , -44.0 , 9025
45 , -45.0 , 9110
46 , -46.0 , 9790
47 , -47.0 , 8860
48 , -48.0 , 9810
49 , -49.0 , 7690
50 , -50.0 , 9495
51 , -51.0 , 9665
52 , -52.0 , 9830
53 , -53.0 , 9600
54 , -54.0 , 10000
55 , -55.0 , 9065
56 , -56.0 , 8685
57 , -57.0 , 9290
58 , -58.0 , 8890
59 , -59.0 , 7965
60 , -60.0 , 5355
61 , -61.0 , 7475
62 , -62.0 , 10050
63 , -63.0 , 8325
64 , -64.0 , 7960
65 , -65.0 , 9350
66 , -66.0 , 7885
67 , -67.0 , 10060
68 , -68.0 , 9285
69 , -69.0 , 6815
70 , -70.0 , 8000
71 , -71.0 , 6960
72 , -72.0 , 7095
73 , -73.0 , 5630
74 , -74.0 , 6670
75 , -75.0 , 9990
76 , -76.0 , 8260
77 , -77.0 , 7795
78 , -78.0 , 8130
79 , -79.0 , 9340
80 , -80.0 , 5465
81 , -81.0 , 8235
82 , -82.0 , 9775
83 , -83.0 , 9020
84 , -84.0 , 6020
85 , -85.0 , 9285
86 , -86.0 , 6935
87 , -87.0 , 9950
88 , -88.0 , 6940
89 , -89.0 , 7715
90 , -90.0 , 9095
91 , -91.0 , 8875
92 , -92.0 , 8835
93 , -93.0 , 8080
94 , -94.0 , 8460
95 , -95.0 , 6320
96 , -96.0 , 7060
97 , -97.0 , 5685
98 , -98.0 , 6745
99 , -99.0 , 6235
100 , -100.0 , 10190
101 , -101.0 , 9570
102 , -102.0 , 10250
103 , -103.0 , 6240
104 , -104.0 , 8740
105 , -105.0 , 9395
106 , -106.0 , 8980
107 , -107.0 , 9515
108 , -108.0 , 9040
109 , -109.0 , 7920
110 , -110.0 , 8840
111 , -111.0 , 5895
112 , -112.0 , 10045
113 , -113.0 , 4190
114 , -114.0 , 8720
115 , -115.0 , 10595
116 , -116.0 , 7860
117 , -117.0 , 8860
118 , -118.0 , 9785
119 , -119.0 , 6925
120 , -120.0 , 5140
121 , -121.0 , 9740
122 , -120.0 , 6385
123 , -121.0 , 7180
124 , -120.0 , 9150
125 , -119.0 , 9370
126 , -120.0 , 7600
127 , -121.0 , 9885
128 , -122.0 , 8695
129 , -123.0 , 9160
130 , -124.0 , 6630
131 , -125.0 , 8570
132 , -126.0 , 9260
133 , -127.0 , 7625
134 , -128.0 , 8060
135 , -129.0 , 6670
136 , -130.0 , 5575
137 , -131.0 , 8330
138 , -132.0 , 6950
139 , -133.0 , 7970
140 , -134.0 , 7950
141 , -135.0 , 7075
142 , -136.0 , 5935
143 , -137.0 , 7935
144 , -136.0 , 9685
145 , -137.0 , 9415
146 , -138.0 , 8150
147 , -139.0 , 5355
148 , -140.0 , 8080
149 , -141.0 , 6945
150 , -142.0 , 8560
151 , -143.0 , 7165
152 , -144.0 , 6255
153 , -145.0 , 9470
154 , -146.0 , 7150
155 , -147.0 , 7575
156 , -148.0 , 6865
157 , -149.0 , 7070
158 , -150.0 , 9935
159 , -151.0 , 8030
160 , -152.0 , 9575
161 , -153.0 , 4810
162 , -154.0 , 8475
163 , -155.0 , 8890
164 , -156.0 , 7500
165 , -157.0 , 10175
166 , -158.0 , 8085
167 , -159.0 , 6880
168 , -160.0 , 9490
169 , -161.0 , 8945
170 , -162.0 , 8655
171 , -163.0 , 6860
172 , -164.0 , 8620
173 , -165.0 , 8305
174 , -166.0 , 9720
175 , -167.0 , 7830
176 , -168.0 , 9155
177 , -169.0 , 7275
178 , -170.0 , 9710
179 , -171.0 , 7310
180 , -172.0 , 6250
181 , -173.0 , 8810
182 , -174.0 , 8300
183 , -175.0 , 5860
184 , -176.0 , 7800
185 , -177.0 , 8855
186 , -178.0 , 10090
187 , -179.0 , 8740
188 , -178.0 , 5440
189 , -179.0 , 7245
190 , -180.0 , 8650
191 , -181.0 , 7435
192 , -182.0 , 6340
193 , -183.0 , 6165
194 , -184.0 , 8375
195 , -185.0 , 6340
196 , -186.0 , 7565
197 , -187.0 , 6170
198 , -188.0 , 7530
199 , -189.0 , 7080
200 , -190.0 , 9000
201 , -191.0 , 8790
202 , -192.0 , 9275
203 , -193.0 , 6925
204 , -194.0 , 6860
205 , -195.0 , 6750
206 , -196.0 , 8880
207 , -197.0 , 6305
208 , -198.0 , 10325
209 , -199.0 , 8985
210 , -200.0 , 9290
211 , -201.0 , 7840
212 , -202.0 , 6055
213 , -203.0 , 7190
214 , -204.0 , 7940
215 , -205.0 , 8565
216 , -206.0 , 4900
217 , -207.0 , 9075
218 , -208.0 , 7005
219 , -209.0 , 5280
220 , -210.0 , 8335
221 , -211.0 , 7775
222 , -212.0 , 9530
